"","Participant ID","Gender","AV/Car","Perspective","Scenario","Number of Children","Number of Adults 1","Number of Adults 2","Left First?","Selected Option","Difficulty of decision","Response time 1","Response time 2"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.527","505935955","False","True","2","2","0","2","0","True","Rechts","27","1.890686","4.208313"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.528","505935955","False","True","2","3","0","2","0","False","Rechts","30","3.232971","3.736816"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.529","279145974","False","True","2","0","0","1","5","True","Links","89","60.69934","16.11526"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.530","279145974","False","True","2","0","0","0","1","False","Rechts","73","15.0387","4.0849"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.531","279145974","False","True","2","1","0","1","2","True","Rechts","22","9.99469","2.839386"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.532","279145974","False","True","2","3","0","2","0","False","Links","61","9.019623","5.903259"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.533","279145974","False","True","2","1","0","2","4","True","Rechts","65","6.359741","9.110596"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.534","279145974","False","True","2","2","0","2","0","False","Rechts","0","5.12738","2.054932"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.535","279145974","False","True","2","0","2","1","5","True","Links","45","37.26398","2.511719"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.536","279145974","False","True","2","0","1","1","3","False","Links","34","12.14746","1.602478"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.537","703894590","False","True","1","0","0","1","5","False","Rechts","100","7.425789","3.699234"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.538","703894590","False","True","1","0","0","0","1","True","Links","100","6.251724","1.992142"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.539","703894590","False","True","1","0","2","1","5","False","Rechts","100","4.352478","7.721985"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.540","703894590","False","True","1","1","0","2","4","True","Rechts","100","3.424225","1.502136"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.541","703894590","False","True","1","2","0","2","0","False","Rechts","0","6.717102","8.328949"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.542","703894590","False","True","1","0","1","1","3","True","Rechts","90","1.778595","3.136078"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.543","703894590","False","True","1","1","0","1","2","False","Links","77","2.702209","1.888519"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.544","703894590","False","True","1","3","0","2","0","True","Links","50","20.48645","0.8812256"
