"","Participant ID","Gender","AV/Car","Perspective","Scenario","Number of Children","Number of Adults 1","Number of Adults 2","Left First?","Selected Option","Difficulty of decision","Response time 1","Response time 2"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.128","172547546","False","True","3","0","1","1","3","False","Links","69","5.023621","3.096741"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.129","447946810","False","True","3","0","0","1","5","False","Rechts","32","20.60378","7.421127"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.130","447946810","False","True","3","0","0","0","1","True","Links","80","14.37674","7.03598"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.131","447946810","False","True","3","1","0","2","4","False","Links","9","50.51205","2.4328"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.132","447946810","False","True","3","1","0","1","2","True","Rechts","28","11.58447","3.159576"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.133","447946810","False","True","3","3","0","2","0","False","Links","32","11.65942","1.554077"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.134","447946810","False","True","3","0","2","1","5","True","Links","30","9.40741","2.566589"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.135","447946810","False","True","3","0","1","1","3","False","Links","0","8.179932","3.93927"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.136","447946810","False","True","3","2","0","2","0","True","Links","20","8.955444","1.667297"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.137","196055416","False","False","1","0","0","1","5","True","Links","50","13.62802","7.602097"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.138","196055416","False","False","1","0","0","0","1","False","Rechts","100","3.321823","2.119339"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.139","196055416","False","False","1","3","0","2","0","True","Links","100","3.736603","1.837006"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.140","196055416","False","False","1","1","0","1","2","False","Links","15","8.788513","2.01236"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.141","196055416","False","False","1","1","0","2","4","True","Rechts","0","6.81543","1.852539"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.142","196055416","False","False","1","0","2","1","5","False","Rechts","0","11.24274","1.665741"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.143","196055416","False","False","1","0","1","1","3","True","Rechts","0","15.09122","1.509796"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.144","196055416","False","False","1","2","0","2","0","False","Links","82","2.162323","3.998749"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.145","443568459","False","True","1","0","0","1","5","True","Links","68","8.206047","7.688515"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.146","443568459","False","True","1","0","0","0","1","False","Rechts","100","10.72328","1.9655"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.147","443568459","False","True","1","1","0","1","2","True","Rechts","65","3.155258","4.484756"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.148","443568459","False","True","1","2","0","2","0","False","Rechts","11","2.059174","3.548676"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.149","443568459","False","True","1","3","0","2","0","True","Rechts","41","2.453796","6.716583"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.150","443568459","False","True","1","1","0","2","4","False","Links","40","4.208588","11.13843"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.151","443568459","False","True","1","0","2","1","5","True","Rechts","61","4.845947","7.621735"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.152","443568459","False","True","1","0","1","1","3","False","Rechts","62","1.815094","3.144226"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.153","974993981","False","False","2","0","0","1","5","True","Links","100","15.99693","3.382797"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.154","974993981","False","False","2","0","0","0","1","False","Rechts","100","5.777695","2.085953"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.155","974993981","False","False","2","0","2","1","5","True","Links","100","11.86359","6.667542"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.156","974993981","False","False","2","2","0","2","0","False","Links","68","3.817291","2.370789"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.157","974993981","False","False","2","0","1","1","3","True","Rechts","100","4.009308","2.547272"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.158","974993981","False","False","2","3","0","2","0","False","Rechts","64","4.304749","3.13446"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.159","974993981","False","False","2","1","0","2","4","True","Rechts","100","5.39093","1.299683"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.160","974993981","False","False","2","1","0","1","2","False","Links","81","4.797668","3.255737"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.161","218485952","True","False","1","0","0","1","5","True","Rechts","0","21.28564","23.56168"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.162","218485952","True","False","1","0","0","0","1","False","Links","18","3.413391","5.410522"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.163","218485952","True","False","1","3","0","2","0","True","Links","0","3.255188","1.570007"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.164","218485952","True","False","1","1","0","1","2","False","Links","0","3.39856","1.169861"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.165","218485952","True","False","1","0","2","1","5","True","Rechts","0","6.026001","1.770752"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.166","218485952","True","False","1","2","0","2","0","False","Rechts","100","1.455017","1.539001"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.167","218485952","True","False","1","0","1","1","3","True","Links","0","4.702148","1.395508"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.168","218485952","True","False","1","1","0","2","4","False","Links","0","2.525757","1.20459"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.169","56858215","False","True","1","0","0","1","5","True","Links","20","13.76811","9.208069"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.170","56858215","False","True","1","0","0","0","1","False","Rechts","100","8.760681","3.515015"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.171","56858215","False","True","1","1","0","2","4","True","Links","18","8.366241","3.138611"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.172","56858215","False","True","1","0","2","1","5","False","Rechts","18","4.325317","6.073822"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.173","56858215","False","True","1","0","1","1","3","True","Rechts","18","6.726837","5.503845"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.174","56858215","False","True","1","3","0","2","0","False","Rechts","29","8.634277","9.449707"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.175","56858215","False","True","1","2","0","2","0","True","Links","24","5.604065","6.481934"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.176","56858215","False","True","1","1","0","1","2","False","Links","19","4.809204","3.03186"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.177","337741554","False","False","1","0","0","1","5","True","Rechts","75","10.37546","10.31018"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.178","337741554","False","False","1","0","0","0","1","False","Rechts","100","7.341492","9.603485"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.179","337741554","False","False","1","0","2","1","5","True","Links","34","6.98877","4.102966"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.180","337741554","False","False","1","0","1","1","3","False","Links","36","7.422119","2.339539"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.181","337741554","False","False","1","3","0","2","0","True","Links","79","9.093201","4.667297"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.182","337741554","False","False","1","2","0","2","0","False","Links","73","24.13904","4.801697"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.183","337741554","False","False","1","1","0","2","4","True","Links","37","15.99866","2.900391"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.184","337741554","False","False","1","1","0","1","2","False","Rechts","32","5.236633","2.984192"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.185","853490692","False","True","2","0","0","1","5","True","Links","100","9.582825","3.06073"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.186","853490692","False","True","2","0","0","0","1","False","Rechts","100","4.147095","3.123932"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.187","853490692","False","True","2","1","0","1","2","True","Rechts","100","2.889465","2.483154"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.188","853490692","False","True","2","0","1","1","3","False","Rechts","52","10.76929","3.348755"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.189","853490692","False","True","2","2","0","2","0","True","Links","0","11.56805","2.450867"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.190","853490692","False","True","2","1","0","2","4","False","Links","100","4.522705","2.13385"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.191","853490692","False","True","2","0","2","1","5","True","Links","17","10.19189","12.22565"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.192","853490692","False","True","2","3","0","2","0","False","Rechts","39","5.061035","2.958557"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.193","791481275","False","True","2","0","0","1","5","True","Links","85","15.94037","7.728302"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.194","791481275","False","True","2","0","0","0","1","False","Links","100","2.896454","1.928894"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.195","791481275","False","True","2","2","0","2","0","True","Links","5","9.44931","4.255981"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.196","791481275","False","True","2","1","0","2","4","False","Links","80","2.937683","4.646454"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.197","791481275","False","True","2","3","0","2","0","True","Rechts","69","2.440552","1.535767"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.198","791481275","False","True","2","0","1","1","3","False","Links","18","4.041382","4.447449"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.199","791481275","False","True","2","1","0","1","2","True","Links","31","1.861511","3.991455"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.200","791481275","False","True","2","0","2","1","5","False","Rechts","9","17.6922","2.79303"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.201","147437780","False","False","0","0","0","1","5","False","Rechts","78","13.56802","8.380585"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.202","147437780","False","False","0","0","0","0","1","True","Rechts","100","12.5791","5.292542"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.203","147437780","False","False","0","0","2","1","5","False","Rechts","50","11.57739","4.362183"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.204","147437780","False","False","0","1","0","2","4","True","Links","89","5.633606","4.434875"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.205","147437780","False","False","0","1","0","1","2","False","Rechts","100","4.389221","3.508301"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.206","147437780","False","False","0","2","0","2","0","True","Rechts","9","4.940247","3.375122"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.207","147437780","False","False","0","0","1","1","3","False","Rechts","62","3.869202","4.15033"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.208","147437780","False","False","0","3","0","2","0","True","Rechts","100","2.280151","2.042603"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.209","481429380","False","False","0","0","0","1","5","False","Rechts","35","30.30025","7.715935"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.210","481429380","False","False","0","0","0","0","1","True","Rechts","100","9.978058","5.659744"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.211","481429380","False","False","0","1","0","1","2","False","Links","35","9.632568","6.954254"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.212","481429380","False","False","0","3","0","2","0","True","Rechts","33","3.922058","1.898407"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.213","481429380","False","False","0","2","0","2","0","False","Rechts","13","2.889984","5.230774"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.214","481429380","False","False","0","0","2","1","5","True","Rechts","0","1.93573","1.716736"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.215","481429380","False","False","0","1","0","2","4","False","Rechts","26","2.642151","1.300537"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.216","481429380","False","False","0","0","1","1","3","True","Rechts","0","4.819214","1.514038"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.217","579562478","True","False","1","0","0","1","5","True","Rechts","100","5.236664","3.676987"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.218","579562478","True","False","1","0","0","0","1","False","Rechts","100","5.084106","1.897034"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.219","579562478","True","False","1","3","0","2","0","True","Rechts","86","3.360291","3.174088"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.220","579562478","True","False","1","0","1","1","3","False","Rechts","27","13.41068","2.629654"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.221","579562478","True","False","1","1","0","2","4","True","Rechts","100","5.879272","3.313385"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.222","579562478","True","False","1","0","2","1","5","False","Links","65","6.059265","3.636017"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.223","579562478","True","False","1","2","0","2","0","True","Rechts","73","3.064392","2.208344"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.224","579562478","True","False","1","1","0","1","2","False","Rechts","100","2.763763","1.815857"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.225","363352421","False","True","2","0","0","1","5","False","Rechts","41","11.37737","8.013214"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.226","363352421","False","True","2","0","0","0","1","True","Rechts","93","11.61606","3.641663"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.227","363352421","False","True","2","1","0","1","2","False","Links","0","14.73535","2.621918"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.228","363352421","False","True","2","2","0","2","0","True","Links","77","4.289734","4.926117"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.229","363352421","False","True","2","0","2","1","5","False","Links","72","5.309357","6.016449"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.230","363352421","False","True","2","0","1","1","3","True","Links","33","6.415283","5.46814"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.231","363352421","False","True","2","3","0","2","0","False","Links","72","4.4953","4.84198"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.232","363352421","False","True","2","1","0","2","4","True","Rechts","81","3.603699","2.940674"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.233","748124598","False","True","1","0","0","1","5","True","Links","28","27.11276","17.25362"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.234","748124598","False","True","1","0","0","0","1","False","Rechts","100","12.71835","7.990448"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.235","748124598","False","True","1","1","0","2","4","True","Links","13","18.7428","11.43796"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.236","748124598","False","True","1","0","2","1","5","False","Rechts","0","48.28214","3.299866"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.237","748124598","False","True","1","0","1","1","3","True","Links","0","15.36578","5.973877"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.238","748124598","False","True","1","2","0","2","0","False","Rechts","15","35.29083","9.224792"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.239","748124598","False","True","1","1","0","1","2","True","Rechts","43","62.46521","7.837463"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.240","748124598","False","True","1","3","0","2","0","False","Rechts","20","9.423462","5.007813"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.241","765171515","False","False","2","0","0","1","5","True","Links","31","13.40411","7.036674"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.242","765171515","False","False","2","0","0","0","1","False","Links","95","3.280441","1.913498"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.243","765171515","False","False","2","1","0","1","2","True","Links","77","6.997589","1.982849"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.244","765171515","False","False","2","0","2","1","5","False","Rechts","100","6.456055","2.111023"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.245","765171515","False","False","2","2","0","2","0","True","Links","75","4.834381","3.73291"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.246","765171515","False","False","2","3","0","2","0","False","Rechts","80","5.056213","3.142273"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.247","765171515","False","False","2","1","0","2","4","True","Rechts","50","6.149963","2.540161"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.248","765171515","False","False","2","0","1","1","3","False","Links","27","3.998352","2.15625"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.249","976595274","False","True","0","0","0","1","5","False","Links","19","5.625748","3.667358"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.250","976595274","False","True","0","0","0","0","1","True","Links","100","4.111191","3.819366"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.251","976595274","False","True","0","2","0","2","0","False","Links","82","6.78685","5.823792"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.252","976595274","False","True","0","0","2","1","5","True","Rechts","18","1.462067","2.357941"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.253","976595274","False","True","0","1","0","1","2","False","Rechts","48","1.715302","3.780945"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.254","976595274","False","True","0","1","0","2","4","True","Rechts","52","0.9899292","3.076263"
