"participant-ID","male","av/Car","perspective","passedSanCheck","perceivedCar","perceivedIden","confidence","trial","decision"
"CRI04","True","True","Observer","True","Computer (AV)","Fußgänger","70","cityR","selfSacrifice"
"EWM01","False","False","PedSmall","True","Mensch","Beobachter","100","mountain","selfSacrifice"
"EWM01","False","False","PedSmall","True","Mensch","Beobachter","100","cityR","selfSacrifice"
"DJC01","True","False","PedLarge","True","Mensch","Fußgänger","24","mountain","hitPedestrians"
"DJC01","True","False","PedLarge","True","Mensch","Fußgänger","93","cityR","selfSacrifice"
"KSG04","True","False","PedLarge","True","Mensch","Fußgänger","30","mountain","selfSacrifice"
"KSG04","True","False","PedLarge","True","Mensch","Fußgänger","60","cityR","selfSacrifice"
"EKG06","True","False","PedSmall","True","Computer (AV)","Fußgänger","100","cityR","selfSacrifice"
"EKG06","True","False","PedSmall","True","Computer (AV)","Fußgänger","100","mountain","hitPedestrians"
"ESE01","True","False","Observer","True","Mensch","Beobachter","0","mountain","selfSacrifice"
"ESE01","True","False","Observer","True","Mensch","Beobachter","65","cityR","selfSacrifice"
"KFP01","False","True","PedLarge","True","Computer (AV)","Fußgänger","9","mountain","hitPedestrians"
"KFP01","False","True","PedLarge","True","Computer (AV)","Fußgänger","80","cityR","selfSacrifice"
"UUH11","True","True","Passenger","True","Computer (AV)","Mitfahrer","22","mountain","hitPedestrians"
"UUH11","True","True","Passenger","True","Computer (AV)","Mitfahrer","100","cityR","selfSacrifice"
"VMG10","False","True","PedLarge","False","Mensch","Fußgänger","68","cityR","selfSacrifice"
"VMG10","False","True","PedLarge","False","Mensch","Fußgänger","71","mountain","hitPedestrians"
"LXB10","False","True","Passenger","True","Computer (AV)","Mitfahrer","100","mountain","hitPedestrians"
"LXB10","False","True","Passenger","True","Computer (AV)","Mitfahrer","100","cityR","selfSacrifice"
"ANB08","False","True","Passenger","True","Computer (AV)","Mitfahrer","40","mountain","selfSacrifice"
"ANB08","False","True","Passenger","True","Computer (AV)","Mitfahrer","81","cityR","selfSacrifice"
"BGN05","True","False","Passenger","True","Computer (AV)","Mitfahrer","87","cityR","selfSacrifice"
"BGN05","True","False","Passenger","True","Computer (AV)","Mitfahrer","12","mountain","selfSacrifice"
"SOG06","False","False","PedLarge","True","Mensch","Beobachter","50","cityR","selfSacrifice"
"SOG06","False","False","PedLarge","True","Mensch","Beobachter","0","mountain","hitPedestrians"
"BRM10","True","True","PedSmall","True","Computer (AV)","Beobachter","14","cityR","hitPedestrians"
"BRM10","True","True","PedSmall","True","Computer (AV)","Beobachter","3","mountain","hitPedestrians"
"UEB04","True","True","PedSmall","True","Computer (AV)","Fußgänger","38","mountain","selfSacrifice"
"UEB04","True","True","PedSmall","True","Computer (AV)","Fußgänger","32","cityR","hitPedestrians"
"YLH10","True","True","Passenger","True","Computer (AV)","Mitfahrer","100","cityR","selfSacrifice"
"YLH10","True","True","Passenger","True","Computer (AV)","Mitfahrer","0","mountain","hitPedestrians"
"SNB08","True","False","Observer","True","Computer (AV)","Mitfahrer","16","mountain","hitPedestrians"
"SNB08","True","False","Observer","True","Computer (AV)","Mitfahrer","78","cityR","selfSacrifice"
"MKW08","False","True","Observer","True","Computer (AV)","Beobachter","57","cityR","selfSacrifice"
"MKW08","False","True","Observer","True","Computer (AV)","Beobachter","37","mountain","selfSacrifice"
"SGG06","False","False","PedLarge","True","Computer (AV)","Beobachter","72","cityR","hitPedestrians"
"SGG06","False","False","PedLarge","True","Computer (AV)","Beobachter","14","mountain","selfSacrifice"
"AAO12","True","False","Passenger","True","Computer (AV)","Mitfahrer","100","mountain","hitPedestrians"
"AAO12","True","False","Passenger","True","Computer (AV)","Mitfahrer","100","cityR","selfSacrifice"
"DJU04","True","False","PedSmall","True","Mensch","Fußgänger","68","mountain","selfSacrifice"
"DJU04","True","False","PedSmall","True","Mensch","Fußgänger","77","cityR","selfSacrifice"
"MNO06","True","True","PedLarge","True","Computer (AV)","Mitfahrer","34","cityR","selfSacrifice"
"MNO06","True","True","PedLarge","True","Computer (AV)","Mitfahrer","14","mountain","selfSacrifice"
"CFM08","True","False","PedSmall","True","Mensch","Fußgänger","83","mountain","hitPedestrians"
