"participant-ID","male","av/car","perspective","scenario","numb_childrenL","numb_adultL","numb_adultR","left_first","selected_option","difficulty_of_decision","response_time1","response_time2"
"AHN06","True","False","1","3","0","2","0","True","Zweiteres","100","2.083496","1.903625"
"AHN06","True","False","1","1","0","2","4","False","Zweiteres","0","3.0354","2.33728"
"AHN06","True","False","1","1","0","1","2","True","Ersteres","3","2.892883","1.842896"
"UHN05","False","False","2","0","0","1","5","False","Zweiteres","100","7.940704","5.183807"
"UHN05","False","False","2","0","0","0","1","False","Zweiteres","100","3.242508","1.783722"
"UHN05","False","False","2","0","1","1","3","True","Zweiteres","65","17.53519","3.084259"
"UHN05","False","False","2","3","0","2","0","True","Zweiteres","100","7.68515","1.842682"
"UHN05","False","False","2","1","0","1","2","True","Ersteres","100","2.955322","1.501373"
"UHN05","False","False","2","0","2","1","5","True","Zweiteres","50","23.0589","74.66577"
"UHN05","False","False","2","2","0","2","0","True","Zweiteres","100","2.186401","1.834717"
"UHN05","False","False","2","1","0","2","4","True","Ersteres","100","3.764282","1.520813"
"1","False","True","0","0","0","1","5","True","Ersteres","100","7.043297","5.969284"
"1","False","True","0","0","0","0","1","False","Zweiteres","100","3.226501","2.023285"
"1","False","True","0","0","1","1","3","True","Ersteres","25","17.73485","7.084198"
"1","False","True","0","1","0","1","2","False","Zweiteres","74","3.226563","6.446808"
"1","False","True","0","0","2","1","5","False","Zweiteres","14","2.192749","1.939728"
"1","False","True","0","1","0","2","4","False","Zweiteres","73","2.024841","3.325378"
"1","False","True","0","3","0","2","0","False","Ersteres","72","3.549744","3.453705"
"1","False","True","0","2","0","2","0","False","Zweiteres","80","4.147461","29.30591"
"GIB11","False","False","3","0","0","1","5","True","Ersteres","100","7.74054","8.410889"
"GIB11","False","False","3","0","0","0","1","True","Zweiteres","71","7.899658","2.041565"
"GIB11","False","False","3","2","0","2","0","False","Ersteres","50","1.862701","3.029663"
"GIB11","False","False","3","1","0","1","2","False","Ersteres","50","5.815002","3.265991"
"GIB11","False","False","3","0","1","1","3","True","Ersteres","14","1.422119","3.414307"
"GIB11","False","False","3","0","2","1","5","True","Zweiteres","9","5.502319","4.003174"
"GIB11","False","False","3","1","0","2","4","True","Zweiteres","27","3.074829","5.025085"
"GIB11","False","False","3","3","0","2","0","True","Zweiteres","84","4.145325","3.170837"
"STN09","False","False","2","0","0","1","5","True","Zweiteres","95","14.07126","9.48587"
"STN09","False","False","2","0","0","0","1","True","Ersteres","61","2.558563","3.316742"
"STN09","False","False","2","0","2","1","5","True","Zweiteres","26","15.36157","5.537109"
"STN09","False","False","2","1","0","1","2","False","Zweiteres","55","2.494202","6.732117"
"STN09","False","False","2","0","1","1","3","True","Ersteres","41","2.583435","3.940002"
"STN09","False","False","2","3","0","2","0","False","Ersteres","50","8.987732","3.667664"
"STN09","False","False","2","1","0","2","4","False","Zweiteres","58","4.10614","3.612305"
"STN09","False","False","2","2","0","2","0","False","Ersteres","30","1.258606","6.180481"
"ATC06","True","True","1","0","0","1","5","True","Ersteres","100","11.79687","5.750702"
"ATC06","True","True","1","0","0","0","1","False","Zweiteres","100","6.505066","2.754593"
"ATC06","True","True","1","3","0","2","0","True","Zweiteres","100","5.732529","3.057983"
"ATC06","True","True","1","1","0","1","2","True","Ersteres","100","3.011902","1.880432"
"ATC06","True","True","1","2","0","2","0","False","Ersteres","100","9.54187","2.867706"
"ATC06","True","True","1","1","0","2","4","True","Zweiteres","23","22.17996","9.720947"
"ATC06","True","True","1","0","1","1","3","True","Zweiteres","34","6.031738","4.892151"
"ATC06","True","True","1","0","2","1","5","True","Zweiteres","35","6.681274","2.913513"
"UEG08","True","True","0","0","0","1","5","False","Zweiteres","100","9.175392","4.116592"
"UEG08","True","True","0","0","0","0","1","False","Ersteres","100","4.502762","3.505783"
"UEG08","True","True","0","3","0","2","0","False","Ersteres","100","2.803345","1.832062"
"UEG08","True","True","0","1","0","2","4","False","Zweiteres","100","11.49802","2.106812"
"UEG08","True","True","0","0","2","1","5","False","Ersteres","100","2.7211","2.003784"
"UEG08","True","True","0","0","1","1","3","True","Zweiteres","100","1.030975","1.572357"
"UEG08","True","True","0","1","0","1","2","False","Zweiteres","100","1.626984","1.312653"
"UEG08","True","True","0","2","0","2","0","True","Zweiteres","79","1.831818","2.435028"
"AHF07","True","False","0","0","0","1","5","True","Ersteres","27","27.98685","9.253418"
"AHF07","True","False","0","0","0","0","1","True","Ersteres","100","4.083801","7.208984"
"AHF07","True","False","0","0","1","1","3","False","Ersteres","60","12.14801","15.0058"
"AHF07","True","False","0","1","0","1","2","True","Ersteres","58","3.028564","8.599182"
"AHF07","True","False","0","1","0","2","4","True","Ersteres","54","5.106995","8.564941"
"AHF07","True","False","0","3","0","2","0","False","Ersteres","85","3.312134","4.37439"
"AHF07","True","False","0","2","0","2","0","False","Ersteres","84","1.955872","5.505615"
"AHF07","True","False","0","0","2","1","5","True","Zweiteres","100","5.554932","2.576538"
"GNM12","True","True","1","0","0","1","5","True","Ersteres","69","11.96294","2.680664"
"GNM12","True","True","1","0","0","0","1","False","Zweiteres","100","2.987595","3.892929"
"GNM12","True","True","1","0","1","1","3","False","Zweiteres","0","8.322388","1.931473"
"GNM12","True","True","1","2","0","2","0","True","Zweiteres","0","9.604156","3.710327"
"GNM12","True","True","1","0","2","1","5","True","Ersteres","0","4.666077","1.546326"
"GNM12","True","True","1","3","0","2","0","False","Zweiteres","0","3.123169","1.757965"
"GNM12","True","True","1","1","0","2","4","False","Ersteres","100","2.695557","2.59903"
"GNM12","True","True","1","1","0","1","2","False","Ersteres","100","1.213135","1.132446"
"MSS09","False","True","3","0","0","1","5","True","Ersteres","72","14.59745","3.631912"
"MSS09","False","True","3","0","0","0","1","True","Ersteres","64","7.137817","2.20018"
"MSS09","False","True","3","0","2","1","5","True","Zweiteres","75","2.252136","2.59726"
"MSS09","False","True","3","3","0","2","0","False","Ersteres","60","3.896942","4.245819"
"MSS09","False","True","3","1","0","1","2","True","Zweiteres","38","3.618134","2.000305"
"MSS09","False","True","3","0","1","1","3","False","Ersteres","63","5.098511","1.335205"
"MSS09","False","True","3","2","0","2","0","False","Zweiteres","50","2.30719","1.780884"
"MSS09","False","True","3","1","0","2","4","True","Ersteres","58","1.730408","1.097107"
"NIO11","False","False","3","0","0","1","5","False","Zweiteres","0","35.81705","4.025848"
"NIO11","False","False","3","0","0","0","1","True","Ersteres","0","6.926025","5.282562"
"NIO11","False","False","3","1","0","1","2","False","Zweiteres","0","9.453308","6.005707"
"NIO11","False","False","3","0","1","1","3","False","Ersteres","0","58.74121","11.99719"
"NIO11","False","False","3","3","0","2","0","False","Ersteres","24","4.481628","2.577698"
"NIO11","False","False","3","2","0","2","0","True","Zweiteres","34","5.36554","1.571167"
"NIO11","False","False","3","1","0","2","4","True","Ersteres","29","21.57355","1.737793"
"NIO11","False","False","3","0","2","1","5","False","Ersteres","65","9.587952","2.944519"
"ALA01","True","True","3","0","0","1","5","True","Ersteres","100","5.454559","4.441864"
"ALA01","True","True","3","0","0","0","1","True","Ersteres","100","4.016785","1.601624"
"ALA01","True","True","3","0","2","1","5","True","Ersteres","64","3.503479","2.163147"
"ALA01","True","True","3","2","0","2","0","False","Ersteres","85","1.779541","5.145691"
"ALA01","True","True","3","1","0","1","2","True","Ersteres","100","2.412903","4.858582"
"ALA01","True","True","3","0","1","1","3","True","Ersteres","27","3.64447","11.72528"
"ALA01","True","True","3","1","0","2","4","False","Zweiteres","100","2.085205","1.221008"
"ALA01","True","True","3","3","0","2","0","True","Zweiteres","100","4.752869","3.915039"
"NSV02","False","True","0","0","0","1","5","False","Zweiteres","80","17.46465","6.829727"
"NSV02","False","True","0","0","0","0","1","False","Ersteres","100","7.15097","2.477478"
"NSV02","False","True","0","0","2","1","5","False","Ersteres","39","3.281799","4.45874"
"NSV02","False","True","0","3","0","2","0","False","Zweiteres","100","7.830566","1.540924"
"NSV02","False","True","0","1","0","1","2","False","Zweiteres","100","5.59082","1.703064"
"NSV02","False","True","0","1","0","2","4","True","Ersteres","98","7.882874","1.913086"
"NSV02","False","True","0","0","1","1","3","True","Ersteres","42","5.645691","3.736938"
"NSV02","False","True","0","2","0","2","0","False","Zweiteres","65","2.762268","1.973694"
"ASE12","True","False","2","0","0","1","5","False","Ersteres","100","10.3498","2.160294"
"ASE12","True","False","2","0","0","0","1","False","Zweiteres","100","3.813431","1.19075"
"ASE12","True","False","2","0","1","1","3","True","Zweiteres","100","4.968658","1.509918"
"ASE12","True","False","2","3","0","2","0","True","Zweiteres","100","2.666168","1.220978"
"ASE12","True","False","2","0","2","1","5","False","Ersteres","100","2.162476","1.646271"
"ASE12","True","False","2","1","0","2","4","True","Zweiteres","100","1.653107","1.18631"
"ASE12","True","False","2","1","0","1","2","True","Zweiteres","100","1.358154","1.289001"
"ASE12","True","False","2","2","0","2","0","True","Zweiteres","100","1.897827","1.218628"
"LAS03","True","True","3","0","0","1","5","False","Zweiteres","100","14.42467","4.038788"
"LAS03","True","True","3","0","0","0","1","False","Zweiteres","100","5.481903","1.834167"
"LAS03","True","True","3","0","2","1","5","True","Ersteres","23","7.802094","3.390137"
"LAS03","True","True","3","1","0","2","4","False","Zweiteres","34","10.68893","1.552521"
"LAS03","True","True","3","2","0","2","0","False","Zweiteres","85","3.603821","1.824646"
"LAS03","True","True","3","0","1","1","3","True","Ersteres","1","2.730286","1.580994"
"LAS03","True","True","3","1","0","1","2","False","Ersteres","90","2.995239","1.44989"
"LAS03","True","True","3","3","0","2","0","False","Zweiteres","14","3.090271","1.120483"
"MFS06","True","False","1","0","0","1","5","False","Zweiteres","69","13.36104","8.330734"
"MFS06","True","False","1","0","0","0","1","False","Zweiteres","100","9.761627","2.804504"
"MFS06","True","False","1","1","0","1","2","False","Zweiteres","32","12.27206","8.280411"
"MFS06","True","False","1","0","2","1","5","True","Ersteres","20","22.0806","3.464661"
"MFS06","True","False","1","1","0","2","4","False","Zweiteres","39","8.923035","2.370544"
"MFS06","True","False","1","2","0","2","0","False","Ersteres","63","7.208405","4.397552"
"MFS06","True","False","1","3","0","2","0","True","Zweiteres","30","8.094788","2.281921"
"MFS06","True","False","1","0","1","1","3","True","Zweiteres","24","7.441284","3.863464"
"MRW09","True","True","2","0","0","1","5","True","Ersteres","100","10.56375","3.621887"
"MRW09","True","True","2","0","0","0","1","True","Ersteres","82","7.956497","4.341415"
"MRW09","True","True","2","2","0","2","0","False","Ersteres","51","21.039","6.673248"
"MRW09","True","True","2","0","1","1","3","False","Ersteres","78","3.613861","2.842621"
"MRW09","True","True","2","0","2","1","5","False","Ersteres","79","2.219788","4.149658"
"MRW09","True","True","2","1","0","2","4","True","Zweiteres","100","3.478027","3.603699"
"MRW09","True","True","2","3","0","2","0","True","Zweiteres","33","10.18939","1.326599"
"MRW09","True","True","2","1","0","1","2","False","Ersteres","79","1.922607","2.188416"
"UZG02","False","True","1","0","0","1","5","True","Zweiteres","7","7.61293","7.935211"
"UZG02","False","True","1","0","0","0","1","False","Zweiteres","100","2.95636","2.360504"
"UZG02","False","True","1","1","0","2","4","False","Ersteres","33","5.018906","3.068024"
"UZG02","False","True","1","1","0","1","2","False","Zweiteres","60","6.35672","7.683716"
"UZG02","False","True","1","2","0","2","0","True","Zweiteres","85","2.875854","1.78183"
"UZG02","False","True","1","0","2","1","5","False","Ersteres","74","2.3815","2.332306"
"UZG02","False","True","1","3","0","2","0","True","Zweiteres","78","1.776062","3.764038"
"UZG02","False","True","1","0","1","1","3","False","Zweiteres","0","3.413879","2.003662"
"RMD07","False","False","3","0","0","1","5","False","Zweiteres","95","15.2944","6.039734"
"RMD07","False","False","3","0","0","0","1","False","Ersteres","70","21.04114","2.716888"
"RMD07","False","False","3","3","0","2","0","True","Ersteres","100","2.698517","1.791595"
"RMD07","False","False","3","1","0","2","4","False","Ersteres","87","5.720062","2.578583"
"RMD07","False","False","3","0","1","1","3","False","Ersteres","100","1.863983","5.318085"
"RMD07","False","False","3","1","0","1","2","False","Ersteres","91","53.32458","1.619019"
"RMD07","False","False","3","0","2","1","5","True","Zweiteres","74","1.759583","15.62048"
"RMD07","False","False","3","2","0","2","0","False","Ersteres","50","4.209839","1.140381"
"ESO08","False","True","3","0","0","1","5","True","Ersteres","64","7.497902","3.57132"
"ESO08","False","True","3","0","0","0","1","False","Zweiteres","99","6.417953","4.852386"
"ESO08","False","True","3","3","0","2","0","False","Ersteres","73","2.255432","2.782104"
"ESO08","False","True","3","0","2","1","5","False","Ersteres","50","2.620239","2.394806"
"ESO08","False","True","3","2","0","2","0","False","Zweiteres","11","3.363586","5.326904"
"ESO08","False","True","3","1","0","1","2","True","Ersteres","50","8.912292","1.207581"
"ESO08","False","True","3","0","1","1","3","True","Zweiteres","73","3.098755","2.37439"
"ESO08","False","True","3","1","0","2","4","True","Zweiteres","39","11.78461","2.121643"
"CTP04","True","True","1","0","0","1","5","False","Zweiteres","100","3.402977","1.612122"
"CTP04","True","True","1","0","0","0","1","False","Zweiteres","100","1.075134","1.447342"
"CTP04","True","True","1","3","0","2","0","False","Ersteres","22","7.925613","7.24295"
"CTP04","True","True","1","0","1","1","3","True","Zweiteres","100","0.9571533","1.522369"
"CTP04","True","True","1","0","2","1","5","False","Zweiteres","100","1.871063","8.684326"
"CTP04","True","True","1","1","0","2","4","False","Ersteres","0","1.553833","3.71817"
"CTP04","True","True","1","2","0","2","0","False","Ersteres","0","12.24408","3.482239"
"CTP04","True","True","1","1","0","1","2","True","Ersteres","50","0.9221191","0.9659424"
"ADB06","False","False","2","0","0","1","5","False","Zweiteres","100","4.039833","2.583809"
"ADB06","False","False","2","0","0","0","1","False","Zweiteres","100","1.78273","1.679825"
"ADB06","False","False","2","1","0","1","2","True","Zweiteres","29","9.945572","4.832001"
"ADB06","False","False","2","0","1","1","3","False","Ersteres","100","1.51825","3.02774"
"ADB06","False","False","2","0","2","1","5","False","Ersteres","71","3.45166","3.484619"
"ADB06","False","False","2","2","0","2","0","True","Zweiteres","100","3.379181","2.139313"
"ADB06","False","False","2","3","0","2","0","False","Ersteres","91","2.101257","2.333069"
"ADB06","False","False","2","1","0","2","4","True","Ersteres","70","3.407013","3.909271"
"SOO09","True","True","3","0","0","1","5","True","Ersteres","100","18.53464","2.565002"
"SOO09","True","True","3","0","0","0","1","True","Ersteres","100","3.331238","1.471771"
"SOO09","True","True","3","1","0","2","4","True","Ersteres","39","3.085266","3.160278"
"SOO09","True","True","3","0","1","1","3","False","Ersteres","71","3.152466","1.058411"
"SOO09","True","True","3","3","0","2","0","True","Ersteres","100","1.830811","3.586548"
"SOO09","True","True","3","0","2","1","5","True","Zweiteres","68","3.065491","2.75647"
"SOO09","True","True","3","1","0","1","2","False","Ersteres","77","1.883301","1.423035"
"SOO09","True","True","3","2","0","2","0","False","Zweiteres","83","3.424255","1.591309"
"ATH09","True","False","3","0","0","1","5","False","Zweiteres","80","27.19606","14.13237"
"ATH09","True","False","3","0","0","0","1","False","Zweiteres","100","7.707367","3.965149"
"ATH09","True","False","3","2","0","2","0","True","Zweiteres","100","7.856934","2.787842"
"ATH09","True","False","3","1","0","2","4","True","Ersteres","100","3.239532","3.134796"
"ATH09","True","False","3","0","1","1","3","True","Ersteres","42","5.159271","4.491821"
"ATH09","True","False","3","0","2","1","5","True","Ersteres","30","3.581543","4.271729"
"ATH09","True","False","3","1","0","1","2","False","Zweiteres","100","3.814514","1.794006"
"ATH09","True","False","3","3","0","2","0","False","Ersteres","100","2.251099","1.804993"
"EDN04","False","False","3","0","0","1","5","True","Zweiteres","51","35.54538","13.92575"
"EDN04","False","False","3","0","0","0","1","True","Ersteres","50","8.795258","1.101135"
"EDN04","False","False","3","0","2","1","5","False","Ersteres","77","6.639709","2.597717"
"EDN04","False","False","3","1","0","2","4","True","Ersteres","50","6.327515","1.53598"
"EDN04","False","False","3","1","0","1","2","False","Zweiteres","50","9.616272","1.162476"
"EDN04","False","False","3","2","0","2","0","False","Zweiteres","50","6.734253","1.821838"
"EDN04","False","False","3","0","1","1","3","False","Ersteres","50","3.590393","0.9227905"
"EDN04","False","False","3","3","0","2","0","True","Zweiteres","53","2.033264","3.652222"
"RLF04","True","True","1","0","0","1","5","False","Zweiteres","82","4.898514","5.947281"
"RLF04","True","True","1","0","0","0","1","False","Zweiteres","100","3.315155","2.57132"
"RLF04","True","True","1","0","2","1","5","False","Zweiteres","68","13.74362","3.964264"
"RLF04","True","True","1","1","0","2","4","True","Zweiteres","29","24.66437","4.835205"
"RLF04","True","True","1","0","1","1","3","True","Zweiteres","0","11.77243","8.635895"
"RLF04","True","True","1","3","0","2","0","False","Ersteres","73","3.631531","5.583496"
"RLF04","True","True","1","1","0","1","2","True","Zweiteres","40","28.23517","3.464661"
"RLF04","True","True","1","2","0","2","0","True","Ersteres","6","9.108765","1.290283"
"HDB03","True","False","3","0","0","1","5","False","Zweiteres","75","18.10207","9.855865"
"HDB03","True","False","3","0","0","0","1","False","Zweiteres","100","1.731781","2.278168"
"HDB03","True","False","3","1","0","2","4","False","Zweiteres","66","1.23822","2.146179"
"HDB03","True","False","3","3","0","2","0","False","Ersteres","73","1.286987","3.940552"
"HDB03","True","False","3","2","0","2","0","False","Ersteres","84","1.558716","1.702789"
"HDB03","True","False","3","0","2","1","5","True","Ersteres","66","1.435852","1.669281"
"HDB03","True","False","3","1","0","1","2","True","Ersteres","69","2.965607","1.591736"
"HDB03","True","False","3","0","1","1","3","False","Ersteres","66","2.35498","1.051758"
"ATH08","True","True","1","0","0","1","5","False","Zweiteres","76","11.5598","5.441071"
"ATH08","True","True","1","0","0","0","1","True","Ersteres","100","3.560745","1.677856"
"ATH08","True","True","1","1","0","1","2","False","Ersteres","31","9.193192","4.109985"
"ATH08","True","True","1","3","0","2","0","True","Zweiteres","100","1.967041","2.625763"
"ATH08","True","True","1","0","2","1","5","False","Ersteres","17","27.9519","1.636902"
"ATH08","True","True","1","2","0","2","0","False","Ersteres","48","7.847717","5.534576"
"ATH08","True","True","1","1","0","2","4","False","Ersteres","67","1.413116","2.395752"
"ATH08","True","True","1","0","1","1","3","True","Zweiteres","7","2.228516","2.354248"
"BSK03","False","True","3","0","0","1","5","False","Zweiteres","78","38.83365","10.13486"
"BSK03","False","True","3","0","0","0","1","True","Ersteres","100","4.957092","4.492493"
"BSK03","False","True","3","1","0","2","4","True","Ersteres","100","13.08167","3.985657"
"BSK03","False","True","3","2","0","2","0","False","Zweiteres","82","4.005981","8.962158"
"BSK03","False","True","3","3","0","2","0","False","Ersteres","100","9.638306","1.955994"
"BSK03","False","True","3","0","2","1","5","True","Zweiteres","100","16.56628","2.154236"
"BSK03","False","True","3","1","0","1","2","True","Ersteres","100","5.085938","1.872925"
"BSK03","False","True","3","0","1","1","3","True","Zweiteres","100","11.06805","1.631958"
"PRW01","True","False","2","0","0","1","5","True","Ersteres","79","12.47359","6.135742"
"PRW01","True","False","2","0","0","0","1","False","Zweiteres","100","2.160919","1.714966"
"PRW01","True","False","2","1","0","1","2","True","Ersteres","100","1.199249","1.671265"
"PRW01","True","False","2","2","0","2","0","False","Ersteres","23","24.82352","2.542267"
"PRW01","True","False","2","1","0","2","4","False","Zweiteres","100","1.640442","1.665649"
"PRW01","True","False","2","3","0","2","0","False","Ersteres","100","0.9769287","1.413818"
"PRW01","True","False","2","0","2","1","5","True","Zweiteres","29","12.00378","1.870728"
"PRW01","True","False","2","0","1","1","3","False","Zweiteres","90","1.719238","2.525269"
"RDL03","False","False","3","0","0","1","5","True","Ersteres","77","10.85393","10.31276"
"RDL03","False","False","3","0","0","0","1","True","Ersteres","99","6.04892","5.154541"
"RDL03","False","False","3","0","1","1","3","True","Zweiteres","60","14.41986","9.528992"
"RDL03","False","False","3","0","2","1","5","True","Zweiteres","68","10.04254","7.024353"
"RDL03","False","False","3","2","0","2","0","True","Ersteres","38","12.84827","14.52887"
"RDL03","False","False","3","3","0","2","0","False","Ersteres","82","2.657654","8.836487"
"RDL03","False","False","3","1","0","2","4","False","Zweiteres","40","2.674927","7.768799"
"RDL03","False","False","3","1","0","1","2","False","Zweiteres","13","25.45306","3.689026"
"GNM07","False","False","0","0","0","1","5","True","Ersteres","89","12.13681","8.270508"
"GNM07","False","False","0","0","0","0","1","True","Ersteres","95","8.889893","2.749084"
"GNM07","False","False","0","0","1","1","3","False","Ersteres","10","5.656586","4.820679"
"GNM07","False","False","0","2","0","2","0","False","Zweiteres","0","7.634583","2.027283"
"GNM07","False","False","0","0","2","1","5","True","Zweiteres","0","3.3526","2.656799"
"GNM07","False","False","0","1","0","1","2","False","Zweiteres","14","6.419861","2.303833"
"GNM07","False","False","0","1","0","2","4","True","Ersteres","30","2.21344","3.483215"
"GNM07","False","False","0","3","0","2","0","False","Ersteres","35","1.53418","2.811035"
"PVG05","False","True","2","0","0","1","5","False","Zweiteres","85","14.36552","12.77704"
"PVG05","False","True","2","0","0","0","1","False","Zweiteres","100","5.4608","3.508652"
"PVG05","False","True","2","3","0","2","0","False","Ersteres","100","5.645477","9.445251"
"PVG05","False","True","2","0","2","1","5","False","Ersteres","37","5.33667","7.195801"
"PVG05","False","True","2","1","0","2","4","False","Zweiteres","50","1.731354","4.91507"
"PVG05","False","True","2","2","0","2","0","True","Zweiteres","18","21.08023","8.698486"
"PVG05","False","True","2","1","0","1","2","False","Zweiteres","64","1.093628","4.805725"
"PVG05","False","True","2","0","1","1","3","True","Ersteres","40","3.333374","4.809814"
"ANG04","False","False","2","0","0","1","5","True","Ersteres","89","8.139977","5.252533"
"ANG04","False","False","2","0","0","0","1","True","Ersteres","100","4.548035","2.05336"
"ANG04","False","False","2","1","0","1","2","False","Zweiteres","100","1.281433","3.566223"
"ANG04","False","False","2","2","0","2","0","False","Ersteres","46","1.76358","6.703125"
"ANG04","False","False","2","0","2","1","5","True","Zweiteres","38","1.892517","1.883179"
"ANG04","False","False","2","0","1","1","3","False","Ersteres","29","2.088867","3.138489"
"ANG04","False","False","2","3","0","2","0","False","Ersteres","100","1.124573","2.796265"
"ANG04","False","False","2","1","0","2","4","False","Zweiteres","68","6.480347","2.544861"
"GSM03","True","True","0","0","0","1","5","True","Ersteres","100","12.95873","3.114273"
"GSM03","True","True","0","0","0","0","1","True","Ersteres","100","6.437943","3.066803"
"GSM03","True","True","0","0","2","1","5","False","Zweiteres","0","14.00507","2.760284"
"GSM03","True","True","0","0","1","1","3","True","Ersteres","10","7.150482","3.617126"
"GSM03","True","True","0","1","0","1","2","True","Ersteres","8","3.667328","11.81381"
"GSM03","True","True","0","3","0","2","0","False","Zweiteres","67","22.69165","6.349243"
"GSM03","True","True","0","1","0","2","4","True","Ersteres","71","1.803284","3.803711"
"GSM03","True","True","0","2","0","2","0","False","Zweiteres","100","5.088745","1.747253"
"MRI02","True","True","0","0","0","1","5","False","Zweiteres","72","9.022606","5.30825"
"MRI02","True","True","0","0","0","0","1","True","Ersteres","100","4.212906","1.96402"
"MRI02","True","True","0","0","2","1","5","False","Ersteres","33","6.615311","6.631943"
"MRI02","True","True","0","0","1","1","3","False","Ersteres","35","3.02182","9.667023"
"MRI02","True","True","0","1","0","2","4","False","Zweiteres","59","2.080688","6.475372"
"MRI02","True","True","0","2","0","2","0","False","Ersteres","15","42.08438","3.678345"
"MRI02","True","True","0","3","0","2","0","True","Zweiteres","73","1.928711","3.175903"
"MRI02","True","True","0","1","0","1","2","True","Ersteres","71","2.849426","5.650879"
"UDW08","True","True","2","0","0","1","5","False","Ersteres","83","30.24869","6.689407"
"UDW08","True","True","2","0","0","0","1","False","Zweiteres","100","7.12291","1.701141"
"UDW08","True","True","2","3","0","2","0","False","Ersteres","100","3.549988","3.755463"
"UDW08","True","True","2","0","2","1","5","False","Ersteres","100","1.350769","1.765503"
"UDW08","True","True","2","0","1","1","3","False","Ersteres","100","13.38477","1.705444"
"UDW08","True","True","2","2","0","2","0","True","Zweiteres","100","2.330994","1.522461"
"UDW08","True","True","2","1","0","1","2","True","Zweiteres","100","13.30908","2.038147"
"UDW08","True","True","2","1","0","2","4","True","Zweiteres","100","3.62384","1.279602"
"ILG08","False","True","1","0","0","1","5","False","Zweiteres","89","10.18976","9.893143"
"ILG08","False","True","1","0","0","0","1","False","Zweiteres","100","2.723541","3.051071"
"ILG08","False","True","1","3","0","2","0","False","Ersteres","81","3.338745","4.357056"
"ILG08","False","True","1","0","1","1","3","False","Zweiteres","0","9.501556","3.611755"
"ILG08","False","True","1","1","0","1","2","False","Zweiteres","80","2.291534","3.136871"
"ILG08","False","True","1","1","0","2","4","False","Zweiteres","66","2.090179","3.873962"
"ILG08","False","True","1","2","0","2","0","False","Ersteres","22","1.973267","4.795837"
"ILG08","False","True","1","0","2","1","5","True","Zweiteres","0","4.4823","2.375977"
"CDN09","False","True","1","0","0","1","5","False","Zweiteres","71","10.69513","6.171082"
"CDN09","False","True","1","0","0","0","1","False","Zweiteres","100","9.217529","4.141449"
"CDN09","False","True","1","0","1","1","3","False","Ersteres","27","4.686584","1.925842"
"CDN09","False","True","1","1","0","2","4","False","Ersteres","28","12.81305","1.94223"
"CDN09","False","True","1","3","0","2","0","False","Ersteres","50","10.03329","1.951813"
"CDN09","False","True","1","0","2","1","5","False","Ersteres","33","1.866547","2.009308"
"CDN09","False","True","1","2","0","2","0","True","Zweiteres","18","1.11969","1.750793"
"CDN09","False","True","1","1","0","1","2","True","Zweiteres","50","3.399963","0.9449463"
"CHT12","False","True","0","0","0","1","5","False","Zweiteres","0","23.77388","13.99106"
"CHT12","False","True","0","0","0","0","1","True","Ersteres","100","8.099762","4.453125"
"CHT12","False","True","0","0","2","1","5","False","Zweiteres","28","10.55777","20.19241"
"CHT12","False","True","0","1","0","1","2","False","Zweiteres","15","8.9552","5.855835"
"CHT12","False","True","0","2","0","2","0","True","Zweiteres","67","7.543091","3.972839"
"CHT12","False","True","0","3","0","2","0","True","Zweiteres","69","2.401123","2.837158"
"CHT12","False","True","0","1","0","2","4","True","Ersteres","12","7.871216","3.95752"
"CHT12","False","True","0","0","1","1","3","False","Zweiteres","25","1.572449","1.812012"
"DDG05","False","True","1","0","0","1","5","False","Zweiteres","100","8.975342","3.177368"
"DDG05","False","True","1","0","0","0","1","True","Ersteres","100","3.631287","2.020508"
"DDG05","False","True","1","3","0","2","0","True","Zweiteres","83","2.634644","3.307678"
"DDG05","False","True","1","0","2","1","5","True","Zweiteres","55","3.789734","4.453613"
"DDG05","False","True","1","0","1","1","3","True","Zweiteres","56","2.015747","4.072266"
"DDG05","False","True","1","2","0","2","0","False","Zweiteres","22","1.734497","1.460083"
"DDG05","False","True","1","1","0","1","2","False","Zweiteres","74","2.851196","2.856445"
"DDG05","False","True","1","1","0","2","4","True","Ersteres","23","3.804138","2.160461"
"GNN01","False","False","1","0","0","1","5","True","Zweiteres","100","13.82741","4.971542"
"GNN01","False","False","1","0","0","0","1","False","Zweiteres","100","5.895721","1.878601"
"GNN01","False","False","1","1","0","2","4","False","Zweiteres","100","11.58582","2.521576"
"GNN01","False","False","1","3","0","2","0","False","Ersteres","84","9.662689","2.423004"
"GNN01","False","False","1","0","1","1","3","True","Zweiteres","66","4.801025","1.856354"
"GNN01","False","False","1","0","2","1","5","True","Zweiteres","71","14.40503","2.976074"
"GNN01","False","False","1","2","0","2","0","True","Ersteres","22","15.09436","6.161499"
"GNN01","False","False","1","1","0","1","2","False","Zweiteres","96","1.563293","2.569519"
"KSS05","False","True","3","0","0","1","5","True","Ersteres","0","15.16544","6.302673"
"KSS05","False","True","3","0","0","0","1","True","Zweiteres","0","7.524231","4.114349"
"KSS05","False","True","3","2","0","2","0","True","Zweiteres","41","4.840576","7.010254"
"KSS05","False","True","3","1","0","2","4","False","Zweiteres","9","12.22968","7.451599"
"KSS05","False","True","3","0","1","1","3","True","Ersteres","28","5.605225","2.626892"
